# artifact_type: raw_data
# circuit_file: 03_lt6201_non_inverting_amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\opamp_circuits\03_lt6201_non_inverting_amplifier.cir
# analysis_type: ac
# executor: spice
# timestamp: 2026-04-22T10:27:07.464237

Frequency (Hz),V(out)_mag,V(out)_phase,V(out)_real,V(out)_imag,V(in)_mag,V(in)_phase,V(in)_real,V(in)_imag,I(VIN)_mag,I(VIN)_phase,I(VIN)_real,I(VIN)_imag,V(fb)_mag,V(fb)_phase,V(fb)_real,V(fb)_imag,V(vcc)_mag,V(vcc)_phase,V(vcc)_real,V(vcc)_imag,V(vee)_mag,V(vee)_phase,V(vee)_real,V(vee)_imag,V(xu1.ndrv)_mag,V(xu1.ndrv)_phase,V(xu1.ndrv)_real,V(xu1.ndrv)_imag,I(E.XU1.E1)_mag,I(E.XU1.E1)_phase,I(E.XU1.E1)_real,I(E.XU1.E1)_imag,I(VCC)_mag,I(VCC)_phase,I(VCC)_real,I(VCC)_imag,I(VEE)_mag,I(VEE)_phase,I(VEE)_real,I(VEE)_imag
1000.0,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079.7751623277097,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165.9144011798319,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258.9254117941673,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359.3563908785256,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467.7992676220695,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584.8931924611134,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711.3283041617806,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847.8497974222907,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995.2623149688793,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154.4346900318833,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326.3050671536257,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511.88643150958,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712.272579332028,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928.644564625236,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3162.2776601683786,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3414.5488738336007,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3686.9450645195743,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3981.0717055349714,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298.662347082276,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4641.588833612778,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011.872336272722,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5411.695265464637,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5843.414133735176,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6309.573444801932,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6812.920690579613,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7356.422544596413,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7943.2823472428145,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8576.958985908941,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9261.187281287936,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,4.999974970066123,0.0,4.999974970066123,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.999994994025055,0.0,0.999994994025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005974945030175,0.0,5.005974945030175,0.0,0.005999974964051802,180.0,-0.005999974964051802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
